"id","year","first_name","sex","num","popularity_type"
557,1968,"Amy","F",17091,"Semi-trendy"
558,1966,"Amy","F",12999,"Semi-trendy"
559,1991,"Amy","F",7276,"Semi-trendy"
560,1989,"Amy","F",8898,"Semi-trendy"
561,1982,"Amy","F",18800,"Semi-trendy"
562,1975,"Amy","F",32253,"Semi-trendy"
563,1974,"Amy","F",29565,"Semi-trendy"
564,1987,"Amy","F",11786,"Semi-trendy"
565,1983,"Amy","F",17098,"Semi-trendy"
566,1961,"Amy","F",6611,"Semi-trendy"
567,1984,"Amy","F",15990,"Semi-trendy"
568,1969,"Amy","F",21462,"Semi-trendy"
569,1970,"Amy","F",25211,"Semi-trendy"
570,1959,"Amy","F",5582,"Semi-trendy"
571,1990,"Amy","F",8462,"Semi-trendy"
572,1985,"Amy","F",14428,"Semi-trendy"
573,1981,"Amy","F",20347,"Semi-trendy"
574,1971,"Amy","F",26237,"Semi-trendy"
575,1963,"Amy","F",8230,"Semi-trendy"
576,1979,"Amy","F",21613,"Semi-trendy"
577,1993,"Amy","F",5421,"Semi-trendy"
578,1990,"Andrea","F",8215,"Semi-trendy"
579,1998,"Andrea","F",5132,"Semi-trendy"
580,1981,"Andrea","F",11684,"Semi-trendy"
581,1975,"Andrea","F",8044,"Semi-trendy"
582,1974,"Andrea","F",7473,"Semi-trendy"
583,1995,"Andrea","F",6009,"Semi-trendy"
584,1982,"Andrea","F",11375,"Semi-trendy"
585,1993,"Andrea","F",7237,"Semi-trendy"
586,2002,"Andrea","F",5117,"Semi-trendy"
587,1972,"Andrea","F",8020,"Semi-trendy"
588,1986,"Andrea","F",8638,"Semi-trendy"
589,2000,"Andrea","F",5479,"Semi-trendy"
590,1989,"Andrea","F",8410,"Semi-trendy"
591,1963,"Andrea","F",5012,"Semi-trendy"
592,1969,"Andrea","F",7202,"Semi-trendy"
593,1987,"Andrea","F",8493,"Semi-trendy"
594,1985,"Andrea","F",10051,"Semi-trendy"
595,1992,"Andrea","F",8023,"Semi-trendy"
596,1999,"Andrea","F",5070,"Semi-trendy"
597,1967,"Andrea","F",7415,"Semi-trendy"
598,1988,"Andrea","F",8391,"Semi-trendy"
599,2004,"Andrea","F",5055,"Semi-trendy"
600,1997,"Andrea","F",5405,"Semi-trendy"
601,1970,"Andrea","F",7709,"Semi-trendy"
602,1964,"Andrea","F",5384,"Semi-trendy"
603,1983,"Andrea","F",10415,"Semi-trendy"
604,1979,"Andrea","F",10338,"Semi-trendy"
605,1976,"Andrea","F",8354,"Semi-trendy"
606,1996,"Andrea","F",5670,"Semi-trendy"
607,2006,"Andrea","F",5005,"Semi-trendy"
608,1973,"Andrea","F",7768,"Semi-trendy"
609,1984,"Andrea","F",10349,"Semi-trendy"
610,1971,"Andrea","F",8480,"Semi-trendy"
611,1965,"Andrea","F",6082,"Semi-trendy"
612,1991,"Andrea","F",7994,"Semi-trendy"
613,1980,"Andrea","F",10452,"Semi-trendy"
614,1977,"Andrea","F",9785,"Semi-trendy"
615,1968,"Andrea","F",7089,"Semi-trendy"
616,2001,"Andrea","F",5746,"Semi-trendy"
617,1978,"Andrea","F",10460,"Semi-trendy"
618,1966,"Andrea","F",7145,"Semi-trendy"
619,1994,"Andrea","F",6480,"Semi-trendy"
620,1999,"Andrew","M",23859,"Semi-classic"
621,1956,"Andrew","M",6598,"Semi-classic"
622,2015,"Andrew","M",10124,"Semi-classic"
623,2005,"Andrew","M",20736,"Semi-classic"
624,1991,"Andrew","M",31539,"Semi-classic"
625,2001,"Andrew","M",22416,"Semi-classic"
626,1962,"Andrew","M",8700,"Semi-classic"
627,1982,"Andrew","M",22840,"Semi-classic"
628,1960,"Andrew","M",8206,"Semi-classic"
629,2002,"Andrew","M",22023,"Semi-classic"
630,1995,"Andrew","M",25853,"Semi-classic"
631,2006,"Andrew","M",19724,"Semi-classic"
632,2014,"Andrew","M",11173,"Semi-classic"
633,1970,"Andrew","M",11996,"Semi-classic"
634,1993,"Andrew","M",27321,"Semi-classic"
635,2016,"Andrew","M",9408,"Semi-classic"
636,1984,"Andrew","M",25929,"Semi-classic"
637,1989,"Andrew","M",34814,"Semi-classic"
638,2017,"Andrew","M",8264,"Semi-classic"
639,1958,"Andrew","M",7104,"Semi-classic"
640,1965,"Andrew","M",9679,"Semi-classic"
641,1966,"Andrew","M",10236,"Semi-classic"
642,2013,"Andrew","M",11671,"Semi-classic"
643,1972,"Andrew","M",10118,"Semi-classic"
644,1987,"Andrew","M",36207,"Semi-classic"
645,1981,"Andrew","M",20237,"Semi-classic"
646,2018,"Andrew","M",7282,"Semi-classic"
647,1996,"Andrew","M",25237,"Semi-classic"
648,2000,"Andrew","M",23646,"Semi-classic"
649,1971,"Andrew","M",10916,"Semi-classic"
650,2012,"Andrew","M",12629,"Semi-classic"
651,1976,"Andrew","M",13317,"Semi-classic"
652,2008,"Andrew","M",16761,"Semi-classic"
653,1961,"Andrew","M",8477,"Semi-classic"
654,1954,"Andrew","M",5650,"Semi-classic"
655,1979,"Andrew","M",18635,"Semi-classic"
656,2003,"Andrew","M",22154,"Semi-classic"
657,1994,"Andrew","M",26010,"Semi-classic"
658,2009,"Andrew","M",14867,"Semi-classic"
659,1997,"Andrew","M",25203,"Semi-classic"
660,1974,"Andrew","M",11785,"Semi-classic"
661,1952,"Andrew","M",5574,"Semi-classic"
662,1977,"Andrew","M",16034,"Semi-classic"
663,1988,"Andrew","M",35745,"Semi-classic"
664,2019,"Andrew","M",6780,"Semi-classic"
665,2010,"Andrew","M",14256,"Semi-classic"
666,2004,"Andrew","M",21707,"Semi-classic"
667,1955,"Andrew","M",6014,"Semi-classic"
668,2011,"Andrew","M",13285,"Semi-classic"
669,1967,"Andrew","M",9970,"Semi-classic"
670,1959,"Andrew","M",7088,"Semi-classic"
671,1957,"Andrew","M",6995,"Semi-classic"
672,1964,"Andrew","M",10501,"Semi-classic"
673,2007,"Andrew","M",18451,"Semi-classic"
674,1990,"Andrew","M",33663,"Semi-classic"
675,1963,"Andrew","M",9520,"Semi-classic"
676,1980,"Andrew","M",19735,"Semi-classic"
677,2020,"Andrew","M",5991,"Semi-classic"
678,1969,"Andrew","M",11288,"Semi-classic"
679,1983,"Andrew","M",25578,"Semi-classic"
680,1951,"Andrew","M",5373,"Semi-classic"
681,1998,"Andrew","M",23662,"Semi-classic"
682,1986,"Andrew","M",33860,"Semi-classic"
683,1992,"Andrew","M",30537,"Semi-classic"
684,1975,"Andrew","M",12764,"Semi-classic"
685,1973,"Andrew","M",10731,"Semi-classic"
686,1978,"Andrew","M",16739,"Semi-classic"
687,1953,"Andrew","M",5626,"Semi-classic"
688,1968,"Andrew","M",10566,"Semi-classic"
689,1985,"Andrew","M",30171,"Semi-classic"
690,2010,"Angel","M",8774,"Trendy"
691,2002,"Angel","M",8188,"Trendy"
692,2009,"Angel","M",9850,"Trendy"
693,2006,"Angel","M",11597,"Trendy"
694,2005,"Angel","M",10986,"Trendy"
695,2013,"Angel","M",6364,"Trendy"
696,2007,"Angel","M",11371,"Trendy"
697,2001,"Angel","M",6976,"Trendy"
698,2014,"Angel","M",6307,"Trendy"
699,1999,"Angel","M",5402,"Trendy"
700,2003,"Angel","M",9159,"Trendy"
701,2012,"Angel","M",7020,"Trendy"
702,2004,"Angel","M",9515,"Trendy"
703,2018,"Angel","M",5053,"Trendy"
704,2015,"Angel","M",6105,"Trendy"
705,2011,"Angel","M",7532,"Trendy"
706,2017,"Angel","M",5261,"Trendy"
707,2008,"Angel","M",10353,"Trendy"
708,2000,"Angel","M",6305,"Trendy"
709,2016,"Angel","M",5549,"Trendy"
710,1992,"Angela","F",5080,"Semi-trendy"
711,1973,"Angela","F",20897,"Semi-trendy"
712,1988,"Angela","F",7913,"Semi-trendy"
713,1976,"Angela","F",22040,"Semi-trendy"
714,1982,"Angela","F",15002,"Semi-trendy"
715,1984,"Angela","F",11294,"Semi-trendy"
716,1977,"Angela","F",20997,"Semi-trendy"
717,1981,"Angela","F",15922,"Semi-trendy"
718,1985,"Angela","F",10225,"Semi-trendy"
719,1970,"Angela","F",24928,"Semi-trendy"
720,1968,"Angela","F",20668,"Semi-trendy"
721,1969,"Angela","F",21057,"Semi-trendy"
722,1965,"Angela","F",18749,"Semi-trendy"
723,1986,"Angela","F",9268,"Semi-trendy"
724,1960,"Angela","F",8682,"Semi-trendy"
725,1990,"Angela","F",6664,"Semi-trendy"
726,1963,"Angela","F",13281,"Semi-trendy"
727,1972,"Angela","F",23559,"Semi-trendy"
728,1987,"Angela","F",8580,"Semi-trendy"
729,1964,"Angela","F",16259,"Semi-trendy"
730,1959,"Angela","F",6771,"Semi-trendy"
731,1966,"Angela","F",18532,"Semi-trendy"
732,1971,"Angela","F",25897,"Semi-trendy"
733,1961,"Angela","F",10838,"Semi-trendy"
734,1979,"Angela","F",20258,"Semi-trendy"
735,1956,"Angela","F",5033,"Semi-trendy"
736,1989,"Angela","F",7199,"Semi-trendy"
737,1980,"Angela","F",17969,"Semi-trendy"
738,1958,"Angela","F",5762,"Semi-trendy"
739,1974,"Angela","F",22804,"Semi-trendy"
740,1978,"Angela","F",20513,"Semi-trendy"
741,1967,"Angela","F",19546,"Semi-trendy"
742,1991,"Angela","F",5801,"Semi-trendy"
743,1975,"Angela","F",23361,"Semi-trendy"
744,1957,"Angela","F",5327,"Semi-trendy"
745,1983,"Angela","F",13217,"Semi-trendy"
746,1962,"Angela","F",11660,"Semi-trendy"
747,2005,"Angelina","F",5812,"Trendy"
748,2006,"Angelina","F",5525,"Trendy"
749,1962,"Anita","F",5516,"Trendy"
750,1959,"Anita","F",5477,"Trendy"
751,1961,"Anita","F",5504,"Trendy"
752,1956,"Anita","F",5502,"Trendy"
753,1958,"Anita","F",5774,"Trendy"
754,1957,"Anita","F",5812,"Trendy"
755,1960,"Anita","F",5635,"Trendy"
756,1963,"Anita","F",5472,"Trendy"
757,1962,"Ann","F",8123,"Semi-trendy"
758,1922,"Ann","F",5054,"Semi-trendy"
759,1965,"Ann","F",6781,"Semi-trendy"
760,1946,"Ann","F",8077,"Semi-trendy"
761,1948,"Ann","F",8025,"Semi-trendy"
762,1920,"Ann","F",5041,"Semi-trendy"
763,1943,"Ann","F",7829,"Semi-trendy"
764,1945,"Ann","F",7037,"Semi-trendy"
765,1951,"Ann","F",8421,"Semi-trendy"
766,1959,"Ann","F",8919,"Semi-trendy"
767,1941,"Ann","F",7122,"Semi-trendy"
768,1955,"Ann","F",8916,"Semi-trendy"
769,1957,"Ann","F",9040,"Semi-trendy"
770,1929,"Ann","F",5172,"Semi-trendy"
771,1969,"Ann","F",6132,"Semi-trendy"
772,1923,"Ann","F",5022,"Semi-trendy"
773,1964,"Ann","F",7758,"Semi-trendy"
774,1952,"Ann","F",8653,"Semi-trendy"
775,1954,"Ann","F",8750,"Semi-trendy"
776,1930,"Ann","F",5532,"Semi-trendy"
777,1936,"Ann","F",6666,"Semi-trendy"
778,1939,"Ann","F",6551,"Semi-trendy"
779,1942,"Ann","F",7665,"Semi-trendy"
780,1944,"Ann","F",7080,"Semi-trendy"
781,1956,"Ann","F",8989,"Semi-trendy"
782,1967,"Ann","F",6249,"Semi-trendy"
783,1968,"Ann","F",6177,"Semi-trendy"
784,1931,"Ann","F",5859,"Semi-trendy"
785,1921,"Ann","F",5058,"Semi-trendy"
786,1937,"Ann","F",6713,"Semi-trendy"
787,1949,"Ann","F",7870,"Semi-trendy"
788,1935,"Ann","F",6705,"Semi-trendy"
789,1961,"Ann","F",8215,"Semi-trendy"
790,1950,"Ann","F",7923,"Semi-trendy"
791,1970,"Ann","F",5738,"Semi-trendy"
792,1932,"Ann","F",6194,"Semi-trendy"
793,1924,"Ann","F",5035,"Semi-trendy"
794,1947,"Ann","F",8893,"Semi-trendy"
795,1966,"Ann","F",5992,"Semi-trendy"
796,1933,"Ann","F",6208,"Semi-trendy"
797,1953,"Ann","F",8577,"Semi-trendy"
798,1934,"Ann","F",6642,"Semi-trendy"
799,1960,"Ann","F",8675,"Semi-trendy"
800,1958,"Ann","F",8851,"Semi-trendy"
801,1940,"Ann","F",7196,"Semi-trendy"
802,1963,"Ann","F",7976,"Semi-trendy"
803,1938,"Ann","F",6990,"Semi-trendy"
804,1981,"Anna","F",5192,"Semi-classic"
805,1927,"Anna","F",11216,"Semi-classic"
806,1922,"Anna","F",13408,"Semi-classic"
807,1983,"Anna","F",5219,"Semi-classic"
808,1989,"Anna","F",6899,"Semi-classic"
809,1928,"Anna","F",10575,"Semi-classic"
810,2002,"Anna","F",10388,"Semi-classic"
811,1980,"Anna","F",5036,"Semi-classic"
812,1938,"Anna","F",5142,"Semi-classic"
813,1987,"Anna","F",6169,"Semi-classic"
814,1933,"Anna","F",7072,"Semi-classic"
815,2003,"Anna","F",9451,"Semi-classic"
816,1982,"Anna","F",5270,"Semi-classic"
817,1926,"Anna","F",11697,"Semi-classic"
818,1923,"Anna","F",12864,"Semi-classic"
819,2013,"Anna","F",5383,"Semi-classic"
820,1931,"Anna","F",8430,"Semi-classic"
821,1936,"Anna","F",5725,"Semi-classic"
822,1935,"Anna","F",6162,"Semi-classic"
823,2006,"Anna","F",8603,"Semi-classic"
824,1998,"Anna","F",8381,"Semi-classic"
825,2005,"Anna","F",9103,"Semi-classic"
826,1994,"Anna","F",7526,"Semi-classic"
827,2000,"Anna","F",10595,"Semi-classic"
828,1993,"Anna","F",6811,"Semi-classic"
829,2011,"Anna","F",5666,"Semi-classic"
830,1929,"Anna","F",9750,"Semi-classic"
831,2012,"Anna","F",5620,"Semi-classic"
832,1990,"Anna","F",7291,"Semi-classic"
833,1920,"Anna","F",14581,"Semi-classic"
834,1925,"Anna","F",12251,"Semi-classic"
835,1984,"Anna","F",5306,"Semi-classic"
836,2009,"Anna","F",6809,"Semi-classic"
837,1985,"Anna","F",5883,"Semi-classic"
838,2001,"Anna","F",10583,"Semi-classic"
839,2008,"Anna","F",7270,"Semi-classic"
840,2010,"Anna","F",6333,"Semi-classic"
841,1921,"Anna","F",14477,"Semi-classic"
842,1986,"Anna","F",5910,"Semi-classic"
843,1995,"Anna","F",8567,"Semi-classic"
844,1930,"Anna","F",9079,"Semi-classic"
845,1999,"Anna","F",9107,"Semi-classic"
846,1934,"Anna","F",6681,"Semi-classic"
847,2004,"Anna","F",9517,"Semi-classic"
848,1924,"Anna","F",13077,"Semi-classic"
849,1992,"Anna","F",6848,"Semi-classic"
850,2007,"Anna","F",7896,"Semi-classic"
851,1996,"Anna","F",8571,"Semi-classic"
852,1991,"Anna","F",7119,"Semi-classic"
853,1997,"Anna","F",8341,"Semi-classic"
854,2014,"Anna","F",5696,"Semi-classic"
855,1937,"Anna","F",5449,"Semi-classic"
856,2015,"Anna","F",5136,"Semi-classic"
857,1988,"Anna","F",6441,"Semi-classic"
858,1932,"Anna","F",7924,"Semi-classic"
859,1961,"Anne","F",5521,"Trendy"
860,1962,"Anne","F",5270,"Trendy"
861,1958,"Anne","F",5453,"Trendy"
862,1957,"Anne","F",5484,"Trendy"
863,1952,"Anne","F",5257,"Trendy"
864,1954,"Anne","F",5299,"Trendy"
865,1960,"Anne","F",5632,"Trendy"
866,1963,"Anne","F",5328,"Trendy"
867,1955,"Anne","F",5219,"Trendy"
868,1956,"Anne","F",5352,"Trendy"
869,1959,"Anne","F",5742,"Trendy"
870,1953,"Anne","F",5256,"Trendy"
871,1964,"Anne","F",5415,"Trendy"
872,1965,"Annette","F",5259,"Trendy"
873,1964,"Annette","F",6190,"Trendy"
874,1958,"Annette","F",6133,"Trendy"
875,1961,"Annette","F",6199,"Trendy"
876,1963,"Annette","F",6046,"Trendy"
877,1962,"Annette","F",6076,"Trendy"
878,1960,"Annette","F",7133,"Trendy"
879,1959,"Annette","F",6918,"Trendy"
880,1933,"Annie","F",5123,"Trendy"
881,1934,"Annie","F",5016,"Trendy"
882,1931,"Annie","F",5089,"Trendy"
883,1926,"Annie","F",6876,"Trendy"
884,1921,"Annie","F",7209,"Trendy"
885,1927,"Annie","F",6561,"Trendy"
886,1928,"Annie","F",6328,"Trendy"
887,1920,"Annie","F",7269,"Trendy"
888,1924,"Annie","F",7350,"Trendy"
889,1925,"Annie","F",7350,"Trendy"
890,1929,"Annie","F",5954,"Trendy"
891,1923,"Annie","F",7095,"Trendy"
892,1930,"Annie","F",5755,"Trendy"
893,1922,"Annie","F",7476,"Trendy"
894,1932,"Annie","F",5386,"Trendy"
895,2015,"Anthony","M",10639,"Classic"
896,1966,"Anthony","M",20627,"Classic"
897,1958,"Anthony","M",17428,"Classic"
898,2018,"Anthony","M",8028,"Classic"
899,2017,"Anthony","M",8850,"Classic"
900,1983,"Anthony","M",19833,"Classic"
901,1967,"Anthony","M",20883,"Classic"
902,1962,"Anthony","M",20107,"Classic"
903,1988,"Anthony","M",23637,"Classic"
904,1989,"Anthony","M",24424,"Classic"
905,2004,"Anthony","M",19608,"Classic"
906,1954,"Anthony","M",13125,"Classic"
907,1963,"Anthony","M",20240,"Classic"
908,1944,"Anthony","M",5604,"Classic"
909,1992,"Anthony","M",23166,"Classic"
910,1997,"Anthony","M",20031,"Classic"
911,1955,"Anthony","M",14177,"Classic"
912,2013,"Anthony","M",12275,"Classic"
913,2007,"Anthony","M",19630,"Classic"
914,1977,"Anthony","M",16803,"Classic"
915,1959,"Anthony","M",17953,"Classic"
916,1975,"Anthony","M",16497,"Classic"
917,1923,"Anthony","M",5120,"Classic"
918,1968,"Anthony","M",20235,"Classic"
919,1964,"Anthony","M",20134,"Classic"
920,1953,"Anthony","M",11695,"Classic"
921,1924,"Anthony","M",5192,"Classic"
922,1922,"Anthony","M",5092,"Classic"
923,1978,"Anthony","M",16813,"Classic"
924,2011,"Anthony","M",14277,"Classic"
925,1945,"Anthony","M",5685,"Classic"
926,1974,"Anthony","M",16391,"Classic"
927,1995,"Anthony","M",20481,"Classic"
928,1961,"Anthony","M",20190,"Classic"
929,2009,"Anthony","M",16315,"Classic"
930,1952,"Anthony","M",11186,"Classic"
931,1979,"Anthony","M",17524,"Classic"
932,1993,"Anthony","M",21785,"Classic"
933,1994,"Anthony","M",21600,"Classic"
934,1956,"Anthony","M",15558,"Classic"
935,2006,"Anthony","M",19408,"Classic"
936,1999,"Anthony","M",19470,"Classic"
937,1926,"Anthony","M",5060,"Classic"
938,2002,"Anthony","M",19590,"Classic"
939,1973,"Anthony","M",16420,"Classic"
940,1969,"Anthony","M",20908,"Classic"
941,2005,"Anthony","M",19381,"Classic"
942,2016,"Anthony","M",9879,"Classic"
943,2019,"Anthony","M",7679,"Classic"
944,1998,"Anthony","M",19633,"Classic"
945,1951,"Anthony","M",9843,"Classic"
946,1987,"Anthony","M",23128,"Classic"
947,1946,"Anthony","M",6773,"Classic"
948,1991,"Anthony","M",24442,"Classic"
949,1965,"Anthony","M",20338,"Classic"
950,1990,"Anthony","M",25080,"Classic"
951,2000,"Anthony","M",19652,"Classic"
952,1982,"Anthony","M",19648,"Classic"
953,1972,"Anthony","M",17458,"Classic"
954,2008,"Anthony","M",18406,"Classic"
955,1947,"Anthony","M",8014,"Classic"
956,1921,"Anthony","M",5239,"Classic"
957,1970,"Anthony","M",21185,"Classic"
958,2001,"Anthony","M",19736,"Classic"
959,1950,"Anthony","M",8613,"Classic"
960,1986,"Anthony","M",21955,"Classic"
961,1996,"Anthony","M",20504,"Classic"
962,1980,"Anthony","M",17615,"Classic"
963,1976,"Anthony","M",16609,"Classic"
964,1985,"Anthony","M",22088,"Classic"
965,1957,"Anthony","M",17045,"Classic"
966,1984,"Anthony","M",20960,"Classic"
967,1925,"Anthony","M",5040,"Classic"
968,1942,"Anthony","M",6210,"Classic"
969,2010,"Anthony","M",15500,"Classic"
970,1981,"Anthony","M",18583,"Classic"
971,1949,"Anthony","M",8452,"Classic"
972,1960,"Anthony","M",19505,"Classic"
973,1943,"Anthony","M",6204,"Classic"
974,2012,"Anthony","M",13207,"Classic"
975,2014,"Anthony","M",11590,"Classic"
976,1948,"Anthony","M",7880,"Classic"
977,1971,"Anthony","M",19229,"Classic"
978,2020,"Anthony","M",6966,"Classic"
979,2003,"Anthony","M",20148,"Classic"
980,1941,"Anthony","M",5241,"Classic"
981,1999,"Antonio","M",5028,"Trendy"
982,1997,"Antonio","M",5069,"Trendy"
983,1976,"April","F",7761,"Trendy"
984,1983,"April","F",8207,"Trendy"
985,1984,"April","F",7565,"Trendy"
986,1978,"April","F",9589,"Trendy"
987,1986,"April","F",5675,"Trendy"
988,1972,"April","F",6121,"Trendy"
989,1985,"April","F",6691,"Trendy"
990,1973,"April","F",7263,"Trendy"
991,1980,"April","F",11475,"Trendy"
992,1981,"April","F",11403,"Trendy"
993,1979,"April","F",10904,"Trendy"
994,1987,"April","F",5296,"Trendy"
995,1982,"April","F",10061,"Trendy"
996,1977,"April","F",8068,"Trendy"
997,1974,"April","F",8453,"Trendy"
998,1971,"April","F",5938,"Trendy"
999,1975,"April","F",8244,"Trendy"
1000,2014,"Aria","F",5925,"Trendy"
1001,2015,"Aria","F",6411,"Trendy"
1002,2020,"Aria","F",6093,"Trendy"
1003,2016,"Aria","F",6941,"Trendy"
1004,2019,"Aria","F",7087,"Trendy"
1005,2013,"Aria","F",5114,"Trendy"
1006,2017,"Aria","F",7157,"Trendy"
1007,2018,"Aria","F",7417,"Trendy"
1008,2014,"Ariana","F",5497,"Trendy"
1009,2014,"Arianna","F",5270,"Trendy"
1010,1991,"Ariel","F",5410,"Trendy"
1011,1931,"Arthur","M",7524,"Semi-trendy"
1012,1937,"Arthur","M",6316,"Semi-trendy"
1013,1930,"Arthur","M",8285,"Semi-trendy"
1014,1941,"Arthur","M",6738,"Semi-trendy"
1015,1938,"Arthur","M",6526,"Semi-trendy"
1016,1939,"Arthur","M",6380,"Semi-trendy"
1017,1921,"Arthur","M",10527,"Semi-trendy"
1018,1920,"Arthur","M",10236,"Semi-trendy"
1019,1943,"Arthur","M",7783,"Semi-trendy"
1020,1957,"Arthur","M",6061,"Semi-trendy"
1021,1923,"Arthur","M",9923,"Semi-trendy"
1022,1958,"Arthur","M",5666,"Semi-trendy"
1023,1940,"Arthur","M",6508,"Semi-trendy"
1024,1949,"Arthur","M",7477,"Semi-trendy"
1025,1942,"Arthur","M",8027,"Semi-trendy"
1026,1953,"Arthur","M",6996,"Semi-trendy"
1027,1924,"Arthur","M",10172,"Semi-trendy"
1028,1945,"Arthur","M",6800,"Semi-trendy"
1029,1922,"Arthur","M",10115,"Semi-trendy"
1030,1950,"Arthur","M",7161,"Semi-trendy"
1031,1960,"Arthur","M",5193,"Semi-trendy"
1032,1956,"Arthur","M",6278,"Semi-trendy"
1033,1951,"Arthur","M",7414,"Semi-trendy"
1034,1933,"Arthur","M",6524,"Semi-trendy"
1035,1936,"Arthur","M",6264,"Semi-trendy"
1036,1935,"Arthur","M",6548,"Semi-trendy"
1037,1952,"Arthur","M",7232,"Semi-trendy"
1038,1946,"Arthur","M",7537,"Semi-trendy"
1039,1928,"Arthur","M",8879,"Semi-trendy"
1040,1934,"Arthur","M",6442,"Semi-trendy"
1041,1926,"Arthur","M",9465,"Semi-trendy"
1042,1954,"Arthur","M",6859,"Semi-trendy"
1043,1925,"Arthur","M",9986,"Semi-trendy"
1044,1959,"Arthur","M",5466,"Semi-trendy"
1045,1955,"Arthur","M",6577,"Semi-trendy"
1046,1932,"Arthur","M",6917,"Semi-trendy"
1047,1947,"Arthur","M",8252,"Semi-trendy"
1048,1927,"Arthur","M",9340,"Semi-trendy"
1049,1944,"Arthur","M",7256,"Semi-trendy"
1050,1948,"Arthur","M",7583,"Semi-trendy"
1051,1929,"Arthur","M",8472,"Semi-trendy"
1052,2019,"Asher","M",7014,"Trendy"
1053,2015,"Asher","M",5128,"Trendy"
1054,2016,"Asher","M",5513,"Trendy"
1055,2018,"Asher","M",6851,"Trendy"
1056,2017,"Asher","M",6044,"Trendy"
1057,2020,"Asher","M",7606,"Trendy"
1058,2002,"Ashley","F",15343,"Semi-trendy"
1059,1988,"Ashley","F",49967,"Semi-trendy"
1060,1994,"Ashley","F",30281,"Semi-trendy"
1061,2011,"Ashley","F",5399,"Semi-trendy"
1062,2009,"Ashley","F",7813,"Semi-trendy"
1063,2007,"Ashley","F",11426,"Semi-trendy"
1064,2005,"Ashley","F",13274,"Semi-trendy"
1065,1983,"Ashley","F",33295,"Semi-trendy"
1066,1999,"Ashley","F",18136,"Semi-trendy"
1067,1982,"Ashley","F",14857,"Semi-trendy"
1068,1987,"Ashley","F",54853,"Semi-trendy"
1069,1990,"Ashley","F",45560,"Semi-trendy"
1070,2008,"Ashley","F",9405,"Semi-trendy"
1071,1986,"Ashley","F",49676,"Semi-trendy"
1072,1997,"Ashley","F",20896,"Semi-trendy"
1073,1998,"Ashley","F",19873,"Semi-trendy"
1074,2003,"Ashley","F",14517,"Semi-trendy"
1075,1989,"Ashley","F",47589,"Semi-trendy"
1076,1993,"Ashley","F",34851,"Semi-trendy"
1077,1980,"Ashley","F",7297,"Semi-trendy"
1078,2001,"Ashley","F",16528,"Semi-trendy"
1079,1996,"Ashley","F",23678,"Semi-trendy"
1080,2000,"Ashley","F",17997,"Semi-trendy"
1081,2010,"Ashley","F",6314,"Semi-trendy"
1082,1992,"Ashley","F",38455,"Semi-trendy"
1083,2004,"Ashley","F",14373,"Semi-trendy"
1084,1984,"Ashley","F",38773,"Semi-trendy"
1085,1985,"Ashley","F",47006,"Semi-trendy"
1086,1981,"Ashley","F",8879,"Semi-trendy"
1087,1995,"Ashley","F",26600,"Semi-trendy"
1088,2006,"Ashley","F",12348,"Semi-trendy"
1089,1991,"Ashley","F",43479,"Semi-trendy"
1090,2004,"Ashton","M",5436,"Trendy"
1091,2018,"Aubrey","F",5200,"Trendy"
1092,2015,"Aubrey","F",7389,"Trendy"
1093,2009,"Aubrey","F",5406,"Trendy"
1094,2016,"Aubrey","F",6544,"Trendy"
1095,2008,"Aubrey","F",5566,"Trendy"
1096,2011,"Aubrey","F",7179,"Trendy"
1097,2014,"Aubrey","F",7628,"Trendy"
1098,2012,"Aubrey","F",8055,"Trendy"
1099,2017,"Aubrey","F",5919,"Trendy"
1100,2010,"Aubrey","F",5361,"Trendy"
1101,2013,"Aubrey","F",7973,"Trendy"
1102,2013,"Audrey","F",5601,"Trendy"
1103,2009,"Audrey","F",5008,"Trendy"
1104,2015,"Audrey","F",5606,"Trendy"
1105,2016,"Audrey","F",5361,"Trendy"
1106,2012,"Audrey","F",5297,"Trendy"
1107,2014,"Audrey","F",5565,"Trendy"
1108,2008,"Audrey","F",5442,"Trendy"
1109,2007,"Audrey","F",5249,"Trendy"
1110,2011,"Audrey","F",5212,"Trendy"
1111,2020,"Aurora","F",5184,"Trendy"
1112,1990,"Austin","M",7912,"Semi-trendy"
1113,1995,"Austin","M",25904,"Semi-trendy"
1114,2014,"Austin","M",6309,"Semi-trendy"
1115,1988,"Austin","M",5587,"Semi-trendy"
1116,2008,"Austin","M",7986,"Semi-trendy"
1117,2015,"Austin","M",5811,"Semi-trendy"
1118,1993,"Austin","M",17581,"Semi-trendy"
1119,2010,"Austin","M",6904,"Semi-trendy"
1120,2001,"Austin","M",14955,"Semi-trendy"
1121,1991,"Austin","M",9054,"Semi-trendy"
1122,2002,"Austin","M",14541,"Semi-trendy"
1123,2012,"Austin","M",7005,"Semi-trendy"
1124,1999,"Austin","M",20767,"Semi-trendy"
1125,2016,"Austin","M",5362,"Semi-trendy"
